model,phase,frequency_a,frequency_b,seeds,power_fraction_median,power_fraction_min,power_fraction_max,on_modular_diagonal
kan,memorization,-1,-3,5,0.0005656132707372308,0.00023677042918279767,0.0010436727898195386,False
kan,memorization,-1,-2,5,0.0005053125787526369,0.0002882680273614824,0.0007994483457878232,False
kan,memorization,-1,-1,5,0.0023289979435503483,0.0004726547922473401,0.005212961230427027,True
kan,memorization,-1,0,5,0.003675985150039196,0.003105946583673358,0.0053749121725559235,False
kan,memorization,-1,1,5,0.0008977938559837639,0.0002354649332119152,0.0023545401636511087,False
kan,memorization,-1,2,5,0.0005301441997289658,0.00037155739846639335,0.000834338366985321,False
kan,memorization,-1,3,5,0.0005757694016210735,0.0002998300769831985,0.0008089552284218371,False
kan,memorization,-1,4,5,0.0005302024073898792,0.0002612998941913247,0.0010607996955513954,False
kan,memorization,-1,5,5,0.0005146441399119794,0.0003934404521714896,0.0009999508038163185,False
kan,memorization,-1,6,5,0.0006492435932159424,0.0004328619397711009,0.0008095086668618023,False
kan,memorization,-1,7,5,0.0007102771196514368,0.0005327123799361289,0.0007947005797177553,False
kan,memorization,-1,8,5,0.000548055861145258,0.00041814768337644637,0.0009082534234039485,False
kan,memorization,-1,9,5,0.0008202876779250801,0.00037022752803750336,0.0009205968817695975,False
kan,memorization,-1,10,5,0.0004897481412626803,0.00033763807732611895,0.0009716761996969581,False
kan,memorization,-1,11,5,0.0007433015271089971,0.0003851247893180698,0.0007927397382445633,False
kan,memorization,-1,12,5,0.00042407200089655817,0.00033468843321315944,0.0007789679220877588,False
kan,memorization,-1,13,5,0.0004284230526536703,0.0003868251806125045,0.0007664930308237672,False
kan,memorization,-1,14,5,0.0008994146483018994,0.0004625146684702486,0.0009860735153779387,False
kan,memorization,-1,15,5,0.0004912495496682823,0.00038621213752776384,0.0020077023655176163,False
kan,memorization,0,-15,5,0.003440310712903738,0.0024494475219398737,0.003507066983729601,False
kan,memorization,0,-14,5,0.0028286853339523077,0.002474271459504962,0.004626799374818802,False
kan,memorization,0,-13,5,0.003150984412059188,0.0016723723383620381,0.003621746087446809,False
kan,memorization,0,-12,5,0.002481466392055154,0.002223046263679862,0.0036708193365484476,False
kan,memorization,0,-11,5,0.0033746312838047743,0.002664307365193963,0.004695278592407703,False
kan,memorization,0,-10,5,0.0032771776895970106,0.00264700036495924,0.004039978142827749,False
kan,memorization,0,-9,5,0.0035030932631343603,0.002607658039778471,0.004029146395623684,False
kan,memorization,0,-8,5,0.0033406144939363003,0.0029124459251761436,0.0040837242268025875,False
kan,memorization,0,-7,5,0.0028390188235789537,0.0016623554984107614,0.0039348541758954525,False
kan,memorization,0,-6,5,0.0039815534837543964,0.002332802163437009,0.004493244923651218,False
kan,memorization,0,-5,5,0.003226000349968672,0.002632140414789319,0.003428044030442834,False
kan,memorization,0,-4,5,0.0029125323053449392,0.0024754060432314873,0.004398491233587265,False
kan,memorization,0,-3,5,0.002750979270786047,0.002493432955816388,0.005384454037994146,False
kan,memorization,0,-2,5,0.003469825256615877,0.00232141325250268,0.0046137538738548756,False
kan,memorization,0,-1,5,0.002528391545638442,0.00176908983848989,0.002930938033387065,False
kan,memorization,0,0,5,2.0257134393743454e-16,1.584612032366604e-16,2.900159813873143e-16,False
kan,memorization,0,1,5,0.002528391545638442,0.00176908983848989,0.002930938033387065,False
kan,memorization,0,2,5,0.003469825256615877,0.00232141325250268,0.0046137538738548756,False
kan,memorization,0,3,5,0.002750979270786047,0.002493432955816388,0.005384454037994146,False
kan,memorization,0,4,5,0.0029125323053449392,0.0024754060432314873,0.004398491233587265,False
kan,memorization,0,5,5,0.003226000349968672,0.002632140414789319,0.003428044030442834,False
kan,memorization,0,6,5,0.0039815534837543964,0.002332802163437009,0.004493244923651218,False
kan,memorization,0,7,5,0.0028390188235789537,0.0016623554984107614,0.0039348541758954525,False
kan,memorization,0,8,5,0.0033406144939363003,0.0029124459251761436,0.0040837242268025875,False
kan,memorization,0,9,5,0.0035030932631343603,0.002607658039778471,0.004029146395623684,False
kan,memorization,0,10,5,0.0032771776895970106,0.00264700036495924,0.004039978142827749,False
kan,memorization,0,11,5,0.0033746312838047743,0.002664307365193963,0.004695278592407703,False
kan,memorization,0,12,5,0.002481466392055154,0.002223046263679862,0.0036708193365484476,False
kan,memorization,0,13,5,0.003150984412059188,0.0016723723383620381,0.003621746087446809,False
kan,memorization,0,14,5,0.0028286853339523077,0.002474271459504962,0.004626799374818802,False
kan,memorization,0,15,5,0.003440310712903738,0.0024494475219398737,0.003507066983729601,False
kan,memorization,1,-15,5,0.0004912495496682823,0.00038621213752776384,0.0020077023655176163,False
kan,memorization,1,-14,5,0.0008994146483018994,0.0004625146684702486,0.0009860735153779387,False
kan,memorization,1,-13,5,0.0004284230526536703,0.0003868251806125045,0.0007664930308237672,False
kan,memorization,1,-12,5,0.00042407200089655817,0.00033468843321315944,0.0007789679220877588,False
kan,memorization,1,-11,5,0.0007433015271089971,0.0003851247893180698,0.0007927397382445633,False
kan,memorization,1,-10,5,0.0004897481412626803,0.00033763807732611895,0.0009716761996969581,False
kan,memorization,1,-9,5,0.0008202876779250801,0.00037022752803750336,0.0009205968817695975,False
kan,memorization,1,-8,5,0.000548055861145258,0.00041814768337644637,0.0009082534234039485,False
kan,memorization,1,-7,5,0.0007102771196514368,0.0005327123799361289,0.0007947005797177553,False
kan,memorization,1,-6,5,0.0006492435932159424,0.0004328619397711009,0.0008095086668618023,False
kan,memorization,1,-5,5,0.0005146441399119794,0.0003934404521714896,0.0009999508038163185,False
kan,memorization,1,-4,5,0.0005302024073898792,0.0002612998941913247,0.0010607996955513954,False
kan,memorization,1,-3,5,0.0005757694016210735,0.0002998300769831985,0.0008089552284218371,False
kan,memorization,1,-2,5,0.0005301441997289658,0.00037155739846639335,0.000834338366985321,False
kan,memorization,1,-1,5,0.0008977938559837639,0.0002354649332119152,0.0023545401636511087,False
kan,memorization,1,0,5,0.003675985150039196,0.003105946583673358,0.0053749121725559235,False
kan,memorization,1,1,5,0.002328998176380992,0.0004726547922473401,0.005212961696088314,True
kan,memorization,1,2,5,0.0005053125787526369,0.0002882680273614824,0.0007994483457878232,False
kan,memorization,1,3,5,0.0005656132707372308,0.00023677042918279767,0.0010436727898195386,False
kan,memorization,1,4,5,0.0007695037638768554,0.00033079402055591345,0.0014692271361127496,False
kan,memorization,1,5,5,0.0007233521318994462,0.00029580059344880283,0.0009128291276283562,False
kan,memorization,1,6,5,0.0005039660609327257,0.0004678154655266553,0.0007516142213717103,False
kan,memorization,1,7,5,0.0005388440913520753,0.0004345653869677335,0.0008632650133222342,False
kan,memorization,1,8,5,0.0006921608583070338,0.00036119247670285404,0.0010374501580372453,False
kan,memorization,1,9,5,0.0006324820569716394,0.00028358891722746193,0.0009022797457873821,False
kan,memorization,1,10,5,0.0004981530946679413,0.00037787086330354214,0.0008069540490396321,False
kan,memorization,1,11,5,0.000703098310623318,0.0005705174407921731,0.0008731041452847421,False
kan,memorization,1,12,5,0.00046938640298321843,0.0003496379067655653,0.0007773155812174082,False
kan,memorization,1,13,5,0.0005266841617412865,0.00040909257950261235,0.0007826281944289804,False
kan,memorization,1,14,5,0.0007453970611095428,0.0006978489109314978,0.0012254121247678995,False
kan,memorization,1,15,5,0.00045322286314330995,0.0004025371454190463,0.0014434432378038764,False
kan,memorization,2,-15,5,0.000592209689784795,0.000356492557330057,0.0009976511355489492,False
kan,memorization,2,-14,5,0.0007812583935447037,0.0005421001696959138,0.001062979456037283,False
kan,memorization,2,-13,5,0.0005892816698178649,0.0005365111283026636,0.0009395414381287992,False
kan,memorization,2,-12,5,0.0006178010371513665,0.00036429197643883526,0.0006508161313831806,False
kan,memorization,2,-11,5,0.0007025048835203052,0.0003922256000805646,0.0008865296258591115,False
kan,memorization,2,-10,5,0.0006094280397519469,0.0003528447705321014,0.000895362813025713,False
kan,memorization,2,-9,5,0.0009776517981663346,0.0006126708467490971,0.0016971966251730919,False
kan,memorization,2,-8,5,0.0008508169557899237,0.0004267958865966648,0.0009905417682603002,False
kan,memorization,2,-7,5,0.0006055200356058776,0.00045973778469488025,0.0012335419887676835,False
kan,memorization,2,-6,5,0.0005898384843021631,0.0003770555485971272,0.0013050484703853726,False
kan,memorization,2,-5,5,0.0006875114049762487,0.0004401436890475452,0.0009272099705412984,False
kan,memorization,2,-4,5,0.0006795953377149999,0.00041687730117700994,0.000727608916349709,False
kan,memorization,2,-3,5,0.0005540940910577774,0.0005288703832775354,0.0013686324236914515,False
kan,memorization,2,-2,5,0.0009516169666312635,0.0005557622644118965,0.0013741732109338045,False
kan,memorization,2,-1,5,0.0006320981192402542,0.0004251752106938511,0.0007170209428295493,False
kan,memorization,2,0,5,0.003341598901897669,0.0030340200755745173,0.004146658815443516,False
kan,memorization,2,1,5,0.0005431330064311624,0.00037686649011448026,0.0009031756198965013,False
kan,memorization,2,2,5,0.0018072844250127673,0.0008482339326292276,0.004204930737614632,True
kan,memorization,2,3,5,0.0005048682214692235,0.0003968620439991355,0.0008452922338619828,False
kan,memorization,2,4,5,0.0005876828799955547,0.0004989131703041494,0.00096603122074157,False
kan,memorization,2,5,5,0.0007451186538673937,0.0005484678549692035,0.0009084738558158278,False
kan,memorization,2,6,5,0.0007491388241760433,0.0004460976633708924,0.0009825262241065502,False
kan,memorization,2,7,5,0.000656204647384584,0.00044963351683691144,0.001477202633395791,False
kan,memorization,2,8,5,0.000637566379737109,0.0005067975143902004,0.0008876699721440673,False
kan,memorization,2,9,5,0.0005730127450078726,0.0004915550234727561,0.0012915658298879862,False
kan,memorization,2,10,5,0.0006689048605039716,0.0005510163609869778,0.0007901047356426716,False
kan,memorization,2,11,5,0.0007478005718439817,0.0004636235535144806,0.001662751310504973,False
kan,memorization,2,12,5,0.0005334398592822254,0.00046825071331113577,0.0007483146036975086,False
kan,memorization,2,13,5,0.000642910716123879,0.00045704550575464964,0.0007348998915404081,False
kan,memorization,2,14,5,0.0007064345991238952,0.0005177395069040358,0.0008857024367898703,False
kan,memorization,2,15,5,0.0005570176290348172,0.00041494297329336405,0.0008391293231397867,False
kan,memorization,3,-15,5,0.0008608544594608247,0.0004061394720338285,0.0014534360961988568,False
kan,memorization,3,-14,5,0.0007740732398815453,0.0005306738312356174,0.001871605752967298,False
kan,memorization,3,-13,5,0.0006585266091860831,0.00035473506432026625,0.0008786871912889183,False
kan,memorization,3,-12,5,0.0007691841456107795,0.0006021450972184539,0.0012985514476895332,False
kan,memorization,3,-11,5,0.0008354856981895864,0.0007732026861049235,0.001239017117768526,False
kan,memorization,3,-10,5,0.0006416199612431228,0.0003308398008812219,0.0009449521894566715,False
kan,memorization,3,-9,5,0.0007592593901790679,0.00040795758832246065,0.0011338776675984263,False
kan,memorization,3,-8,5,0.0007594761555083096,0.0006089745438657701,0.0010215139482170343,False
kan,memorization,3,-7,5,0.0006771035841666162,0.0004733529931399971,0.0009740746463648975,False
kan,memorization,3,-6,5,0.0007597284857183695,0.00030794067424722016,0.0009613701840862632,False
kan,memorization,3,-5,5,0.0007281588041223586,0.00041736531420610845,0.001121059525758028,False
kan,memorization,3,-4,5,0.0006922291941009462,0.0004947157576680183,0.001534567796625197,False
kan,memorization,3,-3,5,0.0007792780525051057,0.00033499827259220183,0.001708434778265655,False
kan,memorization,3,-2,5,0.0007897358736954629,0.0005638871225528419,0.0008452048059552908,False
kan,memorization,3,-1,5,0.0007048834231682122,0.0005170620861463249,0.0010012432467192411,False
kan,memorization,3,0,5,0.0031839211005717516,0.0017640768783167005,0.004561212845146656,False
kan,memorization,3,1,5,0.0006912179524078965,0.00032008925336413085,0.0009225182584486902,False
kan,memorization,3,2,5,0.0008566108299419284,0.0006506030913442373,0.0012445704778656363,False
kan,memorization,3,3,5,0.002527983393520117,0.001097517553716898,0.0409541018307209,True
kan,memorization,3,4,5,0.0007670379127375782,0.0005443185800686479,0.000851644785143435,False
kan,memorization,3,5,5,0.0006981886108405888,0.0004906441899947822,0.001049364567734301,False
kan,memorization,3,6,5,0.0007414902793243527,0.0004906842950731516,0.0019769081845879555,False
kan,memorization,3,7,5,0.0005800566868856549,0.00034073475399054587,0.0008666290668770671,False
kan,memorization,3,8,5,0.0006467420025728643,0.0004792666295543313,0.0010671847267076373,False
kan,memorization,3,9,5,0.0007016506860964,0.0005609070067293942,0.0010773555841296911,False
kan,memorization,3,10,5,0.0005657431320287287,0.0004692614311352372,0.0011313158320263028,False
kan,memorization,3,11,5,0.0007905485690571368,0.00039162705070339143,0.0008043077541515231,False
kan,memorization,3,12,5,0.0007371653919108212,0.0006074229022487998,0.0010385388741269708,False
kan,memorization,3,13,5,0.0006053593242540956,0.00033165892818942666,0.0012730692978948355,False
kan,memorization,3,14,5,0.0007885292870923877,0.0005697435117326677,0.0010293254163116217,False
kan,memorization,3,15,5,0.0006147350068204105,0.00045548012712970376,0.0014747665263712406,False
kan,memorization,4,-15,5,0.0008676126599311829,0.000456416979432106,0.0015972394030541182,False
kan,memorization,4,-14,5,0.000796967709902674,0.0005526213790290058,0.0008923927089199424,False
kan,memorization,4,-13,5,0.0005756108439527452,0.00047253540833480656,0.0008132438524626195,False
kan,memorization,4,-12,5,0.0007217052043415606,0.0003740234824363142,0.0011192066594958305,False
kan,memorization,4,-11,5,0.0006019118591211736,0.0003326686564832926,0.0011530050542205572,False
kan,memorization,4,-10,5,0.0006272562313824892,0.00044452599831856787,0.0007894281879998744,False
kan,memorization,4,-9,5,0.0007382279145531356,0.00027980614686384797,0.001274267677217722,False
kan,memorization,4,-8,5,0.000802916765678674,0.00039401630056090653,0.001321028103120625,False
kan,memorization,4,-7,5,0.0008859311928972602,0.0006007643532939255,0.001430461765266955,False
kan,memorization,4,-6,5,0.0005200274754315615,0.0004957698984071612,0.0005454339552670717,False
kan,memorization,4,-5,5,0.000636901066172868,0.0004573918122332543,0.0009221286745741963,False
kan,memorization,4,-4,5,0.0006280377274379134,0.00036319842911325395,0.001758444937877357,False
kan,memorization,4,-3,5,0.0008611182565800846,0.0002798227360472083,0.0010504736565053463,False
kan,memorization,4,-2,5,0.0007543914252892137,0.0006055457051843405,0.001264552236534655,False
kan,memorization,4,-1,5,0.0006251966115087271,0.00029873402672819793,0.0009213168523274362,False
kan,memorization,4,0,5,0.003030352294445038,0.002805070485919714,0.004186371341347694,False
kan,memorization,4,1,5,0.00041786194196902215,0.0003882133460137993,0.0011652919929474592,False
kan,memorization,4,2,5,0.0007246950408443809,0.000593080825638026,0.0013291657669469714,False
kan,memorization,4,3,5,0.0006831689970567822,0.0003753333876375109,0.001130966586060822,False
kan,memorization,4,4,5,0.0014127455651760101,0.0006120868492871523,0.003946409560739994,True
kan,memorization,4,5,5,0.0006711207679472864,0.0006040154839865863,0.0013237931998446584,False
kan,memorization,4,6,5,0.0005292221321724355,0.00033144489862024784,0.0009514148696325719,False
kan,memorization,4,7,5,0.0006146847736090422,0.00046868136269040406,0.0007066772086545825,False
kan,memorization,4,8,5,0.0006676829652860761,0.0005637272843159735,0.0012351529439911246,False
kan,memorization,4,9,5,0.0006632760050706565,0.0003159686748404056,0.0010245589073747396,False
kan,memorization,4,10,5,0.0005800934159196913,0.0005254025454632938,0.0010812180116772652,False
kan,memorization,4,11,5,0.0008532903739251196,0.0004084669635631144,0.0012133218115195632,False
kan,memorization,4,12,5,0.0006007234915159643,0.00042964081512764096,0.0008443155675195158,False
kan,memorization,4,13,5,0.0006466314662247896,0.00026164023438468575,0.0008019834058359265,False
kan,memorization,4,14,5,0.0007525617838837206,0.0005876157083548605,0.0009732115431688726,False
kan,memorization,4,15,5,0.0005567043554037809,0.0002629384689498693,0.0010245360899716616,False
kan,memorization,5,-15,5,0.0006440334254875779,0.00028255541110411286,0.0009865144966170192,False
kan,memorization,5,-14,5,0.000837538973428309,0.000533980957698077,0.0011721034534275532,False
kan,memorization,5,-13,5,0.0004801372124347836,0.00025551370345056057,0.0008372946758754551,False
kan,memorization,5,-12,5,0.0006086413050070405,0.00044289027573540807,0.000807044212706387,False
kan,memorization,5,-11,5,0.0006858021370135248,0.0005700230249203742,0.0014688052469864488,False
kan,memorization,5,-10,5,0.0007397154113277793,0.00044602932757698,0.0008570186328142881,False
kan,memorization,5,-9,5,0.0006807452300563455,0.0005553605151362717,0.0010939586209133267,False
kan,memorization,5,-8,5,0.0006279750959947705,0.0004545155097730458,0.0011533298529684544,False
kan,memorization,5,-7,5,0.000525886018294841,0.00042683418723754585,0.0013345765182748437,False
kan,memorization,5,-6,5,0.000521254085469991,0.0003135251463390887,0.0012452603550627828,False
kan,memorization,5,-5,5,0.0006459648138843477,0.0003799080732278526,0.000983308651484549,False
kan,memorization,5,-4,5,0.0005970664205960929,0.0004338918370194733,0.0007270365604199469,False
kan,memorization,5,-3,5,0.0008374290191568434,0.0004350618692114949,0.0010168526787310839,False
kan,memorization,5,-2,5,0.0007026414386928082,0.0004769476654473692,0.0008144495077431202,False
kan,memorization,5,-1,5,0.0005934867076575756,0.00044097439968027174,0.0007172086043283343,False
kan,memorization,5,0,5,0.0035393969155848026,0.002059481805190444,0.005765954498201609,False
kan,memorization,5,1,5,0.0006384357693605125,0.0004194756329525262,0.0006760607357136905,False
kan,memorization,5,2,5,0.0006641020881943405,0.0004927130648866296,0.0008907213341444731,False
kan,memorization,5,3,5,0.0006809084443375468,0.0004531937011051923,0.0012721322709694505,False
kan,memorization,5,4,5,0.0006775702931918204,0.0005656554130837321,0.0008378986385650933,False
kan,memorization,5,5,5,0.0022544057574123144,0.0017952458001673222,0.03788883611559868,True
kan,memorization,5,6,5,0.0006483671604655683,0.0003585100348573178,0.000730556552298367,False
kan,memorization,5,7,5,0.0006988170789554715,0.0005692227859981358,0.000879889412317425,False
kan,memorization,5,8,5,0.0006862602313049138,0.0005101094720885158,0.0008342561777681112,False
kan,memorization,5,9,5,0.0006939229206182063,0.0005520776612684131,0.00107254134491086,False
kan,memorization,5,10,5,0.0008185214828699827,0.00037572349538095295,0.001245040213689208,False
kan,memorization,5,11,5,0.0006468432839028537,0.0004686080210376531,0.0010684361914172769,False
kan,memorization,5,12,5,0.0008036597864702344,0.0003785134176723659,0.0009779075626283884,False
kan,memorization,5,13,5,0.0005157240084372461,0.00040834900573827326,0.0006778292008675635,False
kan,memorization,5,14,5,0.0006918968283571303,0.0004269878554623574,0.001149080228060484,False
kan,memorization,5,15,5,0.0006549658719450235,0.00042574264807626605,0.0007775097037665546,False
kan,memorization,6,-15,5,0.0005874705966562033,0.00049990089610219,0.0006928220391273499,False
kan,memorization,6,-14,5,0.000579698069486767,0.0004741569864563644,0.0015562201151624322,False
kan,memorization,6,-13,5,0.0005746226524934173,0.0002372894814470783,0.0007209595059975982,False
kan,memorization,6,-12,5,0.0006255792104639113,0.00042566866613924503,0.0008281638729386032,False
kan,memorization,6,-11,5,0.000668991357088089,0.00046827527694404125,0.0010144830448552966,False
kan,memorization,6,-10,5,0.0006269838777370751,0.00040862784953787923,0.000677319651003927,False
kan,memorization,6,-9,5,0.0005585190956480801,0.0004511366132646799,0.0008242353214882314,False
kan,memorization,6,-8,5,0.0006921767489984632,0.0004968796856701374,0.0009104463970288634,False
kan,memorization,6,-7,5,0.0006543926429003477,0.0004634531505871564,0.0007175292703323066,False
kan,memorization,6,-6,5,0.0009360835538245738,0.00034657513606362045,0.0015806560404598713,False
kan,memorization,6,-5,5,0.0005167302442714572,0.0003339473332744092,0.0008995977113954723,False
kan,memorization,6,-4,5,0.0006883366731926799,0.0005669998354278505,0.0015099457232281566,False
kan,memorization,6,-3,5,0.0005496938829310238,0.0004770617524627596,0.0013154231710359454,False
kan,memorization,6,-2,5,0.0006987462402321398,0.0003842206497211009,0.0010423761559650302,False
kan,memorization,6,-1,5,0.0006323732086457312,0.0005008145235478878,0.000765885051805526,False
kan,memorization,6,0,5,0.004258133936673403,0.00186533119995147,0.0048189787194132805,False
kan,memorization,6,1,5,0.0005166355986148119,0.0003796480013988912,0.0006587413954548538,False
kan,memorization,6,2,5,0.000727890816051513,0.00032460197689943016,0.001046322868205607,False
kan,memorization,6,3,5,0.0005497910897247493,0.00035379634937271476,0.0018719823565334082,False
kan,memorization,6,4,5,0.0006002879817970097,0.00040601150249131024,0.0010811922838911414,False
kan,memorization,6,5,5,0.0007455352460965514,0.000552290934138,0.0009478424326516688,False
kan,memorization,6,6,5,0.0019028044771403074,0.00043458660366013646,0.02515207976102829,True
kan,memorization,6,7,5,0.0006648593698628247,0.00041169574251398444,0.0009872920345515013,False
kan,memorization,6,8,5,0.0006840773276053369,0.00040351046482101083,0.0007586770225316286,False
kan,memorization,6,9,5,0.0006045128684490919,0.0003931022947654128,0.0009581118356436491,False
kan,memorization,6,10,5,0.0005864205886609852,0.0002868829760700464,0.000889328948687762,False
kan,memorization,6,11,5,0.0006847221520729363,0.0005813245079480112,0.0007769369403831661,False
kan,memorization,6,12,5,0.0005580138531513512,0.00046097158337943256,0.0012658921768888831,False
kan,memorization,6,13,5,0.00046823479351587594,0.0003297334478702396,0.0006693277391605079,False
kan,memorization,6,14,5,0.0007482279324904084,0.0004964728141203523,0.0010986862471327186,False
kan,memorization,6,15,5,0.0006270253797993064,0.0004647042660508305,0.0008559742709621787,False
kan,memorization,7,-15,5,0.0007251358474604785,0.0004938102210871875,0.0010153271723538637,False
kan,memorization,7,-14,5,0.0008086863672360778,0.0004567198338918388,0.0015674849273636937,False
kan,memorization,7,-13,5,0.0005860356031917036,0.0004951434093527496,0.0008434657356701791,False
kan,memorization,7,-12,5,0.000777082925196737,0.0005490356707014143,0.0018462612060829997,False
kan,memorization,7,-11,5,0.0009234327590093017,0.0006077929865568876,0.0016766076441854239,False
kan,memorization,7,-10,5,0.0006547675584442914,0.0005002847174182534,0.0006920769810676575,False
kan,memorization,7,-9,5,0.0009229351417161524,0.0005000387318432331,0.0010924380039796233,False
kan,memorization,7,-8,5,0.0008840448572300375,0.0008235553978011012,0.0011673395056277514,False
kan,memorization,7,-7,5,0.0011095816735178232,0.0009062293684110045,0.0018119706073775887,False
kan,memorization,7,-6,5,0.0006210227147676051,0.00047451589489355683,0.0006834906525909901,False
kan,memorization,7,-5,5,0.0007870207773521543,0.000554899568669498,0.0009559663594700396,False
kan,memorization,7,-4,5,0.0008043405832722783,0.0005819559446536005,0.0009151064441539347,False
kan,memorization,7,-3,5,0.0006715903873555362,0.0006054165423847735,0.0012098710285499692,False
kan,memorization,7,-2,5,0.0007766158669255674,0.0005095596425235271,0.0011041200486943126,False
kan,memorization,7,-1,5,0.0007883188663981855,0.000648756162263453,0.0008481524419039488,False
kan,memorization,7,0,5,0.003932511433959007,0.0025216490030288696,0.005591403227299452,False
kan,memorization,7,1,5,0.0006475054542534053,0.00043171487050130963,0.0007677461835555732,False
kan,memorization,7,2,5,0.0008705747313797474,0.0006410863134078681,0.0012468539644032717,False
kan,memorization,7,3,5,0.0006314885104075074,0.0004994637565687299,0.0014715057332068682,False
kan,memorization,7,4,5,0.0006999009056016803,0.0005467050359584391,0.0008738200995139778,False
kan,memorization,7,5,5,0.0007312114466913044,0.0006919755833223462,0.001290811924263835,False
kan,memorization,7,6,5,0.0005480741965584457,0.0005033750785514712,0.0006949470262043178,False
kan,memorization,7,7,5,0.0030109435319900513,0.0015434813685715199,0.004908842500299215,True
kan,memorization,7,8,5,0.001002779114060104,0.0005665298667736351,0.0011101220734417439,False
kan,memorization,7,9,5,0.0008790771244093776,0.00046104047214612365,0.0018948890501633286,False
kan,memorization,7,10,5,0.0006580523331649601,0.0004699688870459795,0.0007725802715867758,False
kan,memorization,7,11,5,0.0007216655067168176,0.0006141383782960474,0.0015883034793660045,False
kan,memorization,7,12,5,0.0006672547897323966,0.0005580451106652617,0.0009056306444108486,False
kan,memorization,7,13,5,0.0007703755982220173,0.0004581862594932318,0.0009577727178111672,False
kan,memorization,7,14,5,0.0008904118440113962,0.0005177055136300623,0.0014851189916953444,False
kan,memorization,7,15,5,0.0009249100694432855,0.0005147388437762856,0.0013194875791668892,False
kan,memorization,8,-15,5,0.0009057450806722045,0.0005246007931418717,0.0013897173339501023,False
kan,memorization,8,-14,5,0.0008953774231486022,0.0007499891798943281,0.0010879322653636336,False
kan,memorization,8,-13,5,0.0005701569025404751,0.00046370099880732596,0.0010179267264902592,False
kan,memorization,8,-12,5,0.0004830373509321362,0.00041651425999589264,0.0009840956190600991,False
kan,memorization,8,-11,5,0.0007244286825880408,0.00047222155262716115,0.0010897028259932995,False
kan,memorization,8,-10,5,0.0005905228317715228,0.00036964958417229354,0.0007951257284730673,False
kan,memorization,8,-9,5,0.0006564843351952732,0.0004392298578750342,0.0007940480136312544,False
kan,memorization,8,-8,5,0.0006769197643734515,0.00046860426664352417,0.0032379517797380686,False
kan,memorization,8,-7,5,0.0005834632320329547,0.0003506595967337489,0.0012356912484392524,False
kan,memorization,8,-6,5,0.0007753812242299318,0.00033907819306477904,0.0009546916699036956,False
kan,memorization,8,-5,5,0.0006209090352058411,0.0004672012000810355,0.0008986945613287389,False
kan,memorization,8,-4,5,0.000697423005476594,0.00038532112375833094,0.0009452677331864834,False
kan,memorization,8,-3,5,0.0008169505163095891,0.00027917453553527594,0.0012079416774213314,False
kan,memorization,8,-2,5,0.0006612176657654345,0.0004902070504613221,0.0011534885270521045,False
kan,memorization,8,-1,5,0.0005297015886753798,0.0003856653056573123,0.0008534887456335127,False
kan,memorization,8,0,5,0.004005709197372198,0.003331100335344672,0.004169960040599108,False
kan,memorization,8,1,5,0.0005390194128267467,0.0003939019807148725,0.0008720087353140116,False
kan,memorization,8,2,5,0.0007176730432547629,0.00047414496657438576,0.0012291311286389828,False
kan,memorization,8,3,5,0.0006562655325978994,0.0002857003710232675,0.0010033913422375917,False
kan,memorization,8,4,5,0.000743769807741046,0.00043351162457838655,0.0016018254682421684,False
kan,memorization,8,5,5,0.0006717756041325629,0.00035255096736364067,0.0010688930051401258,False
kan,memorization,8,6,5,0.0004763694596476853,0.0004339521692600101,0.0006742340628989041,False
kan,memorization,8,7,5,0.0006456783157773316,0.0005666291690431535,0.0007902929792180657,False
kan,memorization,8,8,5,0.001675203675404191,0.0010570369195193052,0.007995955646038055,True
kan,memorization,8,9,5,0.0007266468601301312,0.0005813806783407927,0.0009064310579560697,False
kan,memorization,8,10,5,0.0006163216894492507,0.00038800114998593926,0.000753335072658956,False
kan,memorization,8,11,5,0.0007290162611752748,0.000641787308268249,0.000845651957206428,False
kan,memorization,8,12,5,0.0006735610659234226,0.0004859834734816104,0.0012959711020812392,False
kan,memorization,8,13,5,0.0006502583273686469,0.0004040962376166135,0.0008225758210755885,False
kan,memorization,8,14,5,0.0007429897086694837,0.0005798164056614041,0.0009978438029065728,False
kan,memorization,8,15,5,0.0009801636915653944,0.0004961562226526439,0.0010765193728730083,False
kan,memorization,9,-15,5,0.0006675260956399143,0.00041582511039450765,0.0014786908868700266,False
kan,memorization,9,-14,5,0.0009422484436072409,0.0008925662259571254,0.0014975748490542173,False
kan,memorization,9,-13,5,0.0007886294042691588,0.00031806185143068433,0.0022116138134151697,False
kan,memorization,9,-12,5,0.0006444143946282566,0.00030620323377661407,0.0007178646046668291,False
kan,memorization,9,-11,5,0.0007517290650866926,0.00047668031766079366,0.001289562089368701,False
kan,memorization,9,-10,5,0.0005747804534621537,0.00040373404044657946,0.0009026072220876813,False
kan,memorization,9,-9,5,0.0010493476875126362,0.00042906764429062605,0.002005525166168809,False
kan,memorization,9,-8,5,0.0007103958050720394,0.0005760873900726438,0.0008004362462088466,False
kan,memorization,9,-7,5,0.0006310415337793529,0.00034579087514430285,0.0011850130977109075,False
kan,memorization,9,-6,5,0.0005830203299410641,0.0005088015459477901,0.0009921554010361433,False
kan,memorization,9,-5,5,0.0010017136810347438,0.0003433046513237059,0.0012538846349343657,False
