run,seed,fraction,edge_count,strategy,repeat,train_accuracy,test_accuracy,baseline_test_accuracy,test_accuracy_delta
kan_p31_f35_wd0.3_seed13,13,0.05,65,random,5,0.9672619104385376,0.9664000272750854,1.0,-0.03359997272491455
kan_p31_f35_wd0.3_seed13,13,0.05,65,random,6,0.9970238208770752,0.9824000000953674,1.0,-0.01759999990463257
kan_p31_f35_wd0.3_seed13,13,0.05,65,random,7,1.0,0.9904000163078308,1.0,-0.00959998369216919
kan_p31_f35_wd0.3_seed13,13,0.05,65,random,8,0.9970238208770752,0.9919999837875366,1.0,-0.008000016212463379
kan_p31_f35_wd0.3_seed13,13,0.05,65,random,9,0.9970238208770752,1.0,1.0,0.0
kan_p31_f35_wd0.3_seed13,13,0.1,130,top,0,0.8154761791229248,0.6991999745368958,1.0,-0.30080002546310425
kan_p31_f35_wd0.3_seed13,13,0.1,130,bottom,0,1.0,1.0,1.0,0.0
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,0,0.9315476417541504,0.8831999897956848,1.0,-0.11680001020431519
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,1,0.9315476417541504,0.897599995136261,1.0,-0.10240000486373901
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,2,0.9523809552192688,0.9488000273704529,1.0,-0.05119997262954712
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,3,0.9464285969734192,0.9232000112533569,1.0,-0.07679998874664307
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,4,0.949404776096344,0.9503999948501587,1.0,-0.04960000514984131
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,5,0.9107142686843872,0.8592000007629395,1.0,-0.14079999923706055
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,6,0.949404776096344,0.9327999949455261,1.0,-0.06720000505447388
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,7,0.8571428656578064,0.8095999956130981,1.0,-0.19040000438690186
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,8,0.976190447807312,0.9103999733924866,1.0,-0.08960002660751343
kan_p31_f35_wd0.3_seed13,13,0.1,130,random,9,0.9583333134651184,0.9344000220298767,1.0,-0.06559997797012329
kan_p31_f35_wd0.3_seed14,14,0.01,13,top,0,1.0,1.0,1.0,0.0
